2011 »ý»ê·®,2012 »ý»ê·®,2013 »ý»ê·®,2014 »ý»ê·®,2015 »ý»ê·®,2016 »ý»ê·®,2017 »ý»ê·®,2018 »ý»ê·®,2019 »ý»ê·®,2020 »ý»ê·®,2021 »ý»ê·®,2022 »ý»ê·®,2023 »ý»ê·®,±¤Á¾,±¹°¡,´ÜÀ§,´ë·ú,Ç°¸ñ
561.354,800.316,657.100,605.215,787.404,738.612,740.380,760.244,1043.343,619.748,675.269,669.926,542.114,¾Ë·ç¹Ì´½,Bosnia,ÃµÅæ,EUROPE,bauxite
0.000,0.000,0.000,0.000,11.900,9.800,12.200,11.800,14.300,14.100,14.500,13.800,13.800,¾Ë·ç¹Ì´½,Croatia,ÃµÅæ,EUROPE,bauxite
80.800,90.129,100.000,71.100,70.000,110.000,110.000,110.000,120.760,123.496,142.764,120.000,120.000,¾Ë·ç¹Ì´½,France,ÃµÅæ,EUROPE,bauxite
2324.000,1815.328,1844.000,1876.000,1831.270,1880.000,1927.145,1559.360,1379.123,1428.639,1227.000,1173.000,869.100,¾Ë·ç¹Ì´½,Greece,ÃµÅæ,EUROPE,bauxite
277.800,255.100,93.700,14.400,8.300,16.700,4.000,5.000,0.000,0.000,0.000,0.000,0.000,¾Ë·ç¹Ì´½,Hungary,ÃµÅæ,EUROPE,bauxite
158.600,0.000,61.154,82.162,50.369,516.239,927.846,468.200,774.725,897.057,542.049,442.067,148.992,¾Ë·ç¹Ì´½,Montenegro,ÃµÅæ,EUROPE,bauxite
5887.500,5166.000,5322.000,5589.000,5398.000,5431.000,5523.000,5651.000,6641.000,6647.000,6530.850,5780.000,6126.500,¾Ë·ç¹Ì´½,Russia,ÃµÅæ,EUROPE,bauxite
400.069,752.771,826.994,798.114,1014.605,1143.676,1476.966,1011.302,1116.334,1162.100,839.465,773.213,1228.080,¾Ë·ç¹Ì´½,Ghana,ÃµÅæ,AFRICA,bauxite
17695.390,19614.000,20498.000,20287.800,20904.708,32423.932,51701.564,59573.707,70173.327,87766.199,90621.577,103525.515,126412.283,¾Ë·ç¹Ì´½,Guinea,ÃµÅæ,AFRICA,bauxite
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,272.295,300.000,0.000,0.000,¾Ë·ç¹Ì´½,Ivory Coast,ÃµÅæ,AFRICA,bauxite
10.352,8.633,5.697,3.324,4.985,1.451,3.182,9.912,8.024,6.491,7.852,14.583,7.800,¾Ë·ç¹Ì´½,Mozambique,ÃµÅæ,AFRICA,bauxite
1321.000,776.000,616.000,1161.000,1334.046,1368.502,1787.716,1938.455,1883.863,1342.139,1396.678,973.420,1094.421,¾Ë·ç¹Ì´½,Sierra Leone,ÃµÅæ,AFRICA,bauxite
29.520,28.434,39.977,25.641,0.205,0.073,0.013,0.000,0.000,0.026,38.142,9.870,6.000,¾Ë·ç¹Ì´½,Tanzania,ÃµÅæ,AFRICA,bauxite
37173.844,44052.271,50339.383,59212.401,60787.599,66157.689,68392.954,70751.214,73323.663,73200.000,75000.000,71077.800,74413.800,¾Ë·ç¹Ì´½,China,ÃµÅæ,ASIA,bauxite
13000.000,16507.960,20421.000,20688.000,26383.000,24219.000,22775.993,23228.820,22307.024,20315.303,22152.195,23843.329,23286.051,¾Ë·ç¹Ì´½,India,ÃµÅæ,ASIA,bauxite
40643.852,31443.325,57023.800,2556.429,611.406,1458.000,2900.000,13243.200,16592.700,25859.000,25781.000,22046.000,6446.000,¾Ë·ç¹Ì´½,Indonesia,ÃµÅæ,ASIA,bauxite
847.000,898.437,903.559,748.297,840.700,868.300,795.937,778.319,752.503,893.855,766.080,576.247,588.504,¾Ë·ç¹Ì´½,Iran,ÃµÅæ,ASIA,bauxite
5495.300,5170.300,5192.800,4515.600,4683.000,4801.300,4846.100,6104.200,4118.400,4057.800,4370.100,4370.100,4559.900,¾Ë·ç¹Ì´½,Kazakhstan,ÃµÅæ,ASIA,bauxite
188.141,121.873,219.900,962.799,7164.956,34.924,189.131,589.697,1070.561,594.715,47.577,129.826,583.880,¾Ë·ç¹Ì´½,Malaysia,ÃµÅæ,ASIA,bauxite
206.000,760.114,1044.360,2076.000,3022.000,4768.000,4117.000,5061.000,5127.000,4945.928,4780.876,5179.285,6061.236,¾Ë·ç¹Ì´½,Saudi Arabia,ÃµÅæ,ASIA,bauxite
1024.896,1521.204,795.562,1091.442,518.550,989.200,1719.096,678.138,2255.480,2399.680,2764.873,2072.967,2072.400,¾Ë·ç¹Ì´½,Turkey,ÃµÅæ,ASIA,bauxite
99.730,600.000,482.000,1100.000,1100.000,1500.000,2700.000,3569.700,3600.000,3610.000,3659.450,3577.700,3720.000,¾Ë·ç¹Ì´½,Vietnam,ÃµÅæ,ASIA,bauxite
33624.600,34987.800,33896.000,36313.200,37057.000,39244.200,38242.100,32377.000,31937.900,32897.800,35949.600,34251.600,32641.319,¾Ë·ç¹Ì´½,Brazil,ÃµÅæ,AMERICA,bauxite
0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.000,18.032,0.000,3.200,0.000,0.000,¾Ë·ç¹Ì´½,Colombia,ÃµÅæ,AMERICA,bauxite
0.000,10.522,769.500,1446.300,1724.200,7.318,0.000,0.000,0.000,9.475,54.800,133.200,196.800,¾Ë·ç¹Ì´½,Dominican Republic,ÃµÅæ,AMERICA,bauxite
1818.399,2213.972,1713.200,1563.563,1526.700,1479.090,1459.327,1926.052,1919.749,595.942,618.552,700.834,494.558,¾Ë·ç¹Ì´½,Guyana,ÃµÅæ,AMERICA,bauxite
10188.916,9339.291,9435.214,9676.697,9628.824,8540.130,8244.628,10058.228,9022.286,7546.139,5949.599,4364.729,5988.079,¾Ë·ç¹Ì´½,Jamaica,ÃµÅæ,AMERICA,bauxite
3236.120,2873.343,2705.696,2707.721,1871.432,0.000,0.000,0.000,0.000,0.000,0.000,,,¾Ë·ç¹Ì´½,Surinam,ÃµÅæ,AMERICA,bauxite
63.121,128.152,138.154,243.468,475.092,272.900,352.100,399.700,154.900,13.590,0.000,0.000,0.000,¾Ë·ç¹Ì´½,U.S.A.,ÃµÅæ,AMERICA,bauxite
2454.769,2285.949,2341.000,2315.800,991.810,300.000,242.000,92.000,79.000,0.000,0.000,0.000,0.000,¾Ë·ç¹Ì´½,Venezuela,ÃµÅæ,AMERICA,bauxite
69977.000,76281.247,81119.334,78631.998,80909.262,83517.148,89420.586,95947.593,105543.789,103626.811,103266.404,100478.353,103797.375,¾Ë·ç¹Ì´½,Australia,ÃµÅæ,OCEANIA,bauxite
0.000,0.000,0.000,0.000,172.336,59.500,60.000,57.960,0.000,0.000,0.000,0.000,0.000,¾Ë·ç¹Ì´½,Fiji,ÃµÅæ,OCEANIA,bauxite
0.000,0.000,0.000,0.000,291.889,240.000,1520.000,1650.000,1234.000,843.000,0.000,155.400,120.000,¾Ë·ç¹Ì´½,Solomon Islands,ÃµÅæ,OCEANIA,bauxite
163.654,159.660,157.100,131.238,118.253,106.649,125.536,131.508,67.690,0.000,0.000,138.969,61.480,¾Ë·ç¹Ì´½,Bosnia,ÃµÅæ,EUROPE,refined
334.000,349.000,343.000,400.000,415.000,424.600,430.000,380.000,402.000,417.000,440.800,337.900,243.100,¾Ë·ç¹Ì´½,France,ÃµÅæ,EUROPE,refined
432.474,410.413,492.368,530.682,541.381,546.805,549.994,528.867,507.934,529.054,509.193,341.213,189.470,¾Ë·ç¹Ì´½,Germany,ÃµÅæ,EUROPE,refined
165.150,165.046,169.457,173.300,180.000,181.189,181.700,187.465,186.903,189.036,183.700,187.100,183.000,¾Ë·ç¹Ì´½,Greece,ÃµÅæ,EUROPE,refined
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,¾Ë·ç¹Ì´½,Hungary,ÃµÅæ,EUROPE,refined
780.853,802.827,736.429,698.887,724.240,700.150,760.000,731.500,682.600,691.995,695.861,725.917,752.806,¾Ë·ç¹Ì´½,Iceland,ÃµÅæ,EUROPE,refined
133.900,97.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,¾Ë·ç¹Ì´½,Italy,ÃµÅæ,EUROPE,refined
92.526,74.384,47.951,42.767,42.499,38.900,39.379,40.163,36.522,37.208,45.214,0.000,0.000,¾Ë·ç¹Ì´½,Montenegro,ÃµÅæ,EUROPE,refined
327.960,86.272,81.011,0.822,27.704,36.288,29.300,41.303,81.149,70.615,46.731,0.000,0.000,¾Ë·ç¹Ì´½,Netherlands,ÃµÅæ,EUROPE,refined
1201.000,1110.900,1172.900,1182.000,1224.000,1247.000,1253.000,1295.020,1312.005,1330.000,1431.004,1333.786,1278.987,¾Ë·ç¹Ì´½,Norway,ÃµÅæ,EUROPE,refined
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,¾Ë·ç¹Ì´½,Poland,ÃµÅæ,EUROPE,refined
260.020,249.000,250.000,263.000,271.440,272.500,282.074,282.809,280.326,271.309,293.399,191.454,194.907,¾Ë·ç¹Ì´½,Romania,ÃµÅæ,EUROPE,refined
3992.000,4024.000,3724.000,3488.000,3529.000,3561.000,3741.700,3774.000,3895.800,3855.700,3931.400,3716.000,3897.954,¾Ë·ç¹Ì´½,Russia,ÃµÅæ,EUROPE,refined
162.841,160.663,163.378,167.794,171.328,173.642,173.493,173.721,174.795,151.875,163.995,71.933,0.000,¾Ë·ç¹Ì´½,Slovakia,ÃµÅæ,EUROPE,refined
75.301,83.278,84.035,84.361,83.776,84.365,84.424,80.511,68.255,50.182,37.867,19.211,19.200,¾Ë·ç¹Ì´½,Slovenia,ÃµÅæ,EUROPE,refined
408.380,386.395,420.410,484.872,360.000,360.000,360.000,350.000,230.000,216.200,192.700,0.000,0.000,¾Ë·ç¹Ì´½,Spain,ÃµÅæ,EUROPE,refined
124.569,136.810,136.813,126.178,127.280,129.370,130.189,127.227,122.925,121.171,123.800,120.000,118.400,¾Ë·ç¹Ì´½,Sweden,ÃµÅæ,EUROPE,refined
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,¾Ë·ç¹Ì´½,Switzerland,ÃµÅæ,EUROPE,refined
7.172,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,¾Ë·ç¹Ì´½,Ukraine,ÃµÅæ,EUROPE,refined
213.000,60.000,45.000,41.000,48.000,46.000,46.508,44.383,39.390,35.745,37.573,31.337,29.352,¾Ë·ç¹Ì´½,United Kingdom,ÃµÅæ,EUROPE,refined
69.000,52.000,75.000,93.000,63.200,63.900,75.400,71.200,54.000,68.224,52.035,66.483,54.100,¾Ë·ç¹Ì´½,Cameroon,ÃµÅæ,AFRICA,refined
353.904,393.696,325.344,306.006,336.593,297.000,297.996,317.004,256.000,268.000,207.058,198.018,255.499,¾Ë·ç¹Ì´½,Egypt,ÃµÅæ,AFRICA,refined
36.000,37.976,36.601,38.116,33.782,33.800,40.500,42.900,43.217,37.620,39.200,63.373,48.819,¾Ë·ç¹Ì´½,Ghana,ÃµÅæ,AFRICA,refined
561.702,563.830,561.702,566.878,558.425,571.100,577.496,571.127,564.756,571.128,564.756,573.146,516.482,¾Ë·ç¹Ì´½,Mozambique,ÃµÅæ,AFRICA,refined
17.647,25.882,2.353,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.060,0.980,3.100,¾Ë·ç¹Ì´½,Nigeria,ÃµÅæ,AFRICA,refined
808.400,665.000,822.000,745.000,695.000,701.000,716.000,714.002,717.000,717.000,714.000,718.000,716.000,¾Ë·ç¹Ì´½,South Africa,ÃµÅæ,AFRICA,refined
0.000,54.242,53.922,50.358,49.038,36.800,28.500,44.710,32.693,31.500,25.706,45.249,54.828,¾Ë·ç¹Ì´½,Azerbaijan,ÃµÅæ,ASIA,refined
881.310,890.217,912.700,931.427,960.643,971.420,981.016,1011.100,1365.005,1548.500,1561.222,1600.111,1620.665,¾Ë·ç¹Ì´½,Bahrain,ÃµÅæ,ASIA,refined
20072.000,23534.000,26534.000,28316.700,31518.000,32697.996,35189.054,36447.290,35974.528,37080.401,38502.609,40214.000,41440.000,¾Ë·ç¹Ì´½,China,ÃµÅæ,ASIA,refined
1659.692,1713.924,1596.600,1898.891,1885.706,2732.949,3061.603,2933.939,3634.677,3568.101,3960.239,4064.313,4129.306,¾Ë·ç¹Ì´½,India,ÃµÅæ,ASIA,refined
246.333,252.967,255.269,264.472,257.148,245.033,218.729,219.305,233.500,220.096,200.577,172.516,168.142,¾Ë·ç¹Ì´½,Indonesia,ÃµÅæ,ASIA,refined
321.900,336.530,331.855,282.675,296.148,296.924,300.151,307.108,233.832,376.797,506.722,614.980,622.710,¾Ë·ç¹Ì´½,Iran,ÃµÅæ,ASIA,refined
4.671,4.495,2.951,0.538,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,¾Ë·ç¹Ì´½,Japan,ÃµÅæ,ASIA,refined
248.766,250.269,250.563,207.850,219.000,235.600,254.000,258.400,264.900,265.000,262.406,262.361,260.877,¾Ë·ç¹Ì´½,Kazakhstan,ÃµÅæ,ASIA,refined
188.100,121.900,290.772,440.000,439.920,620.000,760.020,759.950,760.000,760.000,901.000,996.000,996.000,¾Ë·ç¹Ì´½,Malaysia,ÃµÅæ,ASIA,refined
373.000,360.000,354.000,363.500,377.186,386.395,253.000,381.000,390.516,396.929,395.000,395.600,397.200,¾Ë·ç¹Ì´½,Oman,ÃµÅæ,ASIA,refined
450.000,627.971,634.000,640.153,610.000,612.000,620.000,616.000,628.000,655.300,634.000,667.000,646.000,¾Ë·ç¹Ì´½,Qatar,ÃµÅæ,ASIA,refined
0.000,0.000,187.000,662.000,839.000,871.000,916.000,932.000,967.000,1010.562,998.000,952.000,900.000,¾Ë·ç¹Ì´½,Saudi Arabia,ÃµÅæ,ASIA,refined
277.584,272.500,216.400,125.000,139.100,129.300,103.000,95.763,100.714,83.979,61.000,34.800,38.700,¾Ë·ç¹Ì´½,Tajikistan,ÃµÅæ,ASIA,refined
56.366,43.687,32.179,30.426,45.870,78.809,84.534,73.291,77.777,79.865,79.242,78.418,72.047,¾Ë·ç¹Ì´½,Turkey,ÃµÅæ,ASIA,refined
1750.000,1861.002,1847.916,2296.000,2397.000,2471.000,2600.000,2640.000,2579.000,2520.000,2540.000,2650.000,2660.000,¾Ë·ç¹Ì´½,United Arab Emirates 1,ÃµÅæ,ASIA,refined
11.900,12.700,177.000,485.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,¾Ë·ç¹Ì´½,Vietnam,ÃµÅæ,ASIA,refined
416.469,414.388,434.759,442.898,430.388,428.957,431.239,439.605,438.434,309.804,338.239,400.038,441.426,¾Ë·ç¹Ì´½,Argentina,ÃµÅæ,AMERICA,refined
1440.400,1436.400,1304.100,962.000,772.200,790.000,801.700,659.000,650.200,685.100,771.700,810.900,1001.100,¾Ë·ç¹Ì´½,Brazil,ÃµÅæ,AMERICA,refined
2987.964,2780.556,2967.364,2858.238,2880.037,3208.707,3211.882,2923.204,2853.771,3118.000,3136.704,3033.966,3276.054,¾Ë·ç¹Ì´½,Canada,ÃµÅæ,AMERICA,refined
1983.476,2070.316,1947.854,1709.668,1586.518,818.430,740.885,896.652,1126.032,1026.615,907.846,872.270,784.853,¾Ë·ç¹Ì´½,U.S.A.,ÃµÅæ,AMERICA,refined
329.952,203.023,169.639,138.300,125.458,147.300,136.009,64.700,0.000,0.000,0.000,0.000,0.000,¾Ë·ç¹Ì´½,Venezuela,ÃµÅæ,AMERICA,refined
1945.000,1864.000,1777.408,1704.990,1646.000,1633.904,1487.555,1574.240,1569.591,1585.017,1558.528,1494.599,1555.473,¾Ë·ç¹Ì´½,Australia,ÃµÅæ,OCEANIA,refined
357.000,325.000,324.000,327.000,334.000,338.600,337.000,340.000,351.000,334.000,333.000,336.000,334.000,¾Ë·ç¹Ì´½,New Zealand,ÃµÅæ,OCEANIA,refined
6348.000,6400.000,6520.000,6520.000,7420.000,11888.000,16533.000,25233.000,15270.000,16800.000,16800.000,9000.000,9000.000,¾ÈÆ¼¸ð´Ï,Russia,Åæ,EUROPE,mine
2391.000,3044.000,2332.000,815.000,400.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,¾ÈÆ¼¸ð´Ï,South Africa,Åæ,AFRICA,mine
123900.000,135600.000,152100.000,123193.000,120700.000,108000.000,97683.000,89584.000,60229.000,64530.000,42622.000,45600.000,45600.000,¾ÈÆ¼¸ð´Ï,China,Åæ,ASIA,mine
0.000,0.000,0.000,0.000,0.000,0.000,620.000,1645.000,330.000,1065.000,1000.000,1000.000,1000.000,¾ÈÆ¼¸ð´Ï,Iran,Åæ,ASIA,mine
800.000,864.000,0.000,481.000,916.000,574.000,160.000,0.000,0.000,0.000,102.000,100.000,102.000,¾ÈÆ¼¸ð´Ï,Kazakhstan,Åæ,ASIA,mine
892.000,924.000,900.000,1450.000,1200.000,1880.000,1369.000,676.000,16.000,28.000,0.000,77.000,120.000,¾ÈÆ¼¸ð´Ï,Kyrgyzstan,Åæ,ASIA,mine
230.000,521.000,804.000,620.000,1166.000,242.000,339.000,368.000,143.000,0.000,35.000,271.000,488.000,¾ÈÆ¼¸ð´Ï,Laos,Åæ,ASIA,mine
7054.000,5900.000,7200.000,3300.000,3610.000,2780.000,2881.000,3088.000,9896.000,537.000,3455.000,3363.000,2381.000,¾ÈÆ¼¸ð´Ï,Myanmar,Åæ,ASIA,mine
2.000,12.000,90.000,120.000,110.000,38.000,56.000,0.000,0.000,17.000,66.000,142.000,115.000,¾ÈÆ¼¸ð´Ï,Pakistan,Åæ,ASIA,mine
5550.000,5544.000,7308.000,8000.000,10000.000,28280.000,28100.000,29700.000,27950.000,22543.000,16777.000,18000.000,17878.000,¾ÈÆ¼¸ð´Ï,Tajikistan,Åæ,ASIA,mine
442.000,672.000,488.000,706.000,0.000,0.000,0.000,0.000,0.000,0.000,175.000,29.000,120.000,¾ÈÆ¼¸ð´Ï,Thailand,Åæ,ASIA,mine
2340.000,7119.000,4512.000,3070.000,1917.000,2800.000,4800.000,4000.000,3400.000,1547.000,1541.000,1200.000,1200.000,¾ÈÆ¼¸ð´Ï,Turkey,Åæ,ASIA,mine
286.000,480.000,1238.000,1373.000,219.000,229.000,244.000,244.000,306.000,300.000,0.000,0.000,0.000,¾ÈÆ¼¸ð´Ï,Vietnam,Åæ,ASIA,mine
3947.000,5081.000,5052.000,4186.000,3843.000,2669.000,2844.000,3110.000,2747.000,2629.000,3084.000,3453.000,3712.000,¾ÈÆ¼¸ð´Ï,Bolivia,Åæ,AMERICA,mine
300.000,100.000,177.000,5.000,1.000,0.000,0.000,6.000,6.000,8.000,24.000,12.000,12.000,¾ÈÆ¼¸ð´Ï,Canada,Åæ,AMERICA,mine
0.000,0.000,0.000,0.000,0.000,0.000,89.000,0.000,0.000,0.000,0.000,0.000,0.000,¾ÈÆ¼¸ð´Ï,Ecuador,Åæ,AMERICA,mine
0.000,62.000,159.000,0.000,0.000,25.000,0.000,0.000,155.000,100.000,108.000,108.000,120.000,¾ÈÆ¼¸ð´Ï,Guatemala,Åæ,AMERICA,mine
105.000,169.000,294.000,266.000,501.000,687.000,256.000,310.000,300.000,290.000,300.000,692.000,731.000,¾ÈÆ¼¸ð´Ï,Mexico,Åæ,AMERICA,mine
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,¾ÈÆ¼¸ð´Ï,Peru,Åæ,AMERICA,mine
0.000,0.000,100.000,108.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,¾ÈÆ¼¸ð´Ï,U.S.A.,Åæ,AMERICA,mine
1576.000,2481.000,3277.000,3828.000,3996.000,5004.000,3115.000,2174.000,2032.000,3903.000,3380.000,2292.000,1860.000,¾ÈÆ¼¸ð´Ï,Australia,Åæ,OCEANIA,mine
0.000,0.000,0.000,0.000,0.000,0.000,333000.000,313000.000,315000.000,311000.000,343000.000,343000.000,343200.000,Ä«µå¹Å,Bulgaria,kg,EUROPE,mine
0.000,0.000,0.000,0.000,0.000,0.000,500000.000,500000.000,450000.000,450000.000,400000.000,400000.000,399700.000,Ä«µå¹Å,Germany,kg,EUROPE,mine
0.000,0.000,0.000,0.000,0.000,0.000,620000.000,1100000.000,1100000.000,880000.000,900000.000,900000.000,900000.000,Ä«µå¹Å,Netherlands,kg,EUROPE,mine
0.000,0.000,0.000,0.000,0.000,0.000,416000.000,400000.000,340000.000,340000.000,390000.000,390000.000,390000.000,Ä«µå¹Å,Norway,kg,EUROPE,mine
0.000,0.000,0.000,0.000,0.000,0.000,309000.000,305000.000,199000.000,200000.000,242000.000,242000.000,242200.000,Ä«µå¹Å,Poland,kg,EUROPE,mine
0.000,0.000,0.000,0.000,0.000,0.000,1700000.000,1700000.000,1400000.000,1300000.000,1400000.000,1400000.000,1399600.000,Ä«µå¹Å,Russia,kg,EUROPE,mine
0.000,0.000,0.000,0.000,0.000,0.000,43000.000,43000.000,43000.000,43000.000,43000.000,43000.000,43000.000,Ä«µå¹Å,Armenia,kg,ASIA,mine
0.000,0.000,0.000,0.000,0.000,0.000,8411000.000,10349000.000,8689000.000,8689000.000,8689000.000,8689000.000,8689000.000,Ä«µå¹Å,China,kg,ASIA,mine
0.000,0.000,0.000,0.000,0.000,0.000,462708.000,462708.000,462708.000,462708.000,462708.000,462708.000,462708.000,Ä«µå¹Å,India,kg,ASIA,mine
0.000,0.000,0.000,0.000,0.000,0.000,2142020.000,1978891.000,1782563.000,1946760.000,1961000.000,1482000.000,1860000.000,Ä«µå¹Å,Japan,kg,ASIA,mine
0.000,0.000,0.000,0.000,0.000,0.000,1495000.000,1495000.000,1495000.000,1495000.000,1495000.000,1495000.000,1495000.000,Ä«µå¹Å,Kazakhstan,kg,ASIA,mine
0.000,0.000,0.000,0.000,0.000,0.000,200000.000,200000.000,200000.000,200000.000,200000.000,200000.000,200300.000,Ä«µå¹Å,North Korea,kg,ASIA,mine
0.000,0.000,0.000,0.000,0.000,0.000,4000000.000,4905000.000,4500000.000,4500000.000,4500000.000,4500000.000,4500000.000,Ä«µå¹Å,South Korea,kg,ASIA,mine
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,0.000,0.000,Ä«µå¹Å,Thailand,kg,ASIA,mine
0.000,0.000,0.000,0.000,0.000,0.000,5.000,0.000,16.000,4510.000,19.000,0.000,0.000,Ä«µå¹Å,Turkey,kg,ASIA,mine
0.000,0.000,0.000,0.000,0.000,0.000,39000.000,39000.000,39000.000,39000.000,39000.000,39000.000,39000.000,Ä«µå¹Å,Argentina,kg,AMERICA,mine
0.000,0.000,0.000,0.000,0.000,0.000,1802067.000,1857000.000,1803000.000,1849179.000,1671422.000,1663191.000,1664385.000,Ä«µå¹Å,Canada,kg,AMERICA,mine
0.000,0.000,0.000,0.000,0.000,0.000,1126000.000,1307000.000,952000.000,978000.000,1051000.000,1174000.000,1053000.000,Ä«µå¹Å,Mexico,kg,AMERICA,mine
0.000,0.000,0.000,0.000,0.000,0.000,797000.000,765000.000,772000.000,451000.000,456000.000,456000.000,493400.000,Ä«µå¹Å,Peru,kg,AMERICA,mine
0.000,0.000,0.000,0.000,0.000,0.000,550000.000,73000.000,131000.000,211000.000,241000.000,212000.000,220000.000,Ä«µå¹Å,U.S.A.,kg,AMERICA,mine
0.000,0.000,0.000,0.000,0.000,0.000,380000.000,380000.000,380000.000,380000.000,380000.000,380000.000,380400.000,Ä«µå¹Å,Australia,kg,OCEANIA,mine
4.436,4.779,5.900,3.498,1.615,0.000,0.000,2.384,6.088,7.790,5.971,5.630,2.800,µ¿,Albania,ÃµÅæ,EUROPE,mine
114.603,118.255,115.149,108.322,112.600,111.869,113.321,109.400,110.680,113.119,98.026,115.990,118.001,µ¿,Bulgaria,ÃµÅæ,EUROPE,mine
14.000,25.445,38.763,42.790,41.085,47.489,53.146,46.755,32.892,35.492,32.692,29.026,20.060,µ¿,Finland,ÃµÅæ,EUROPE,mine
7.555,9.506,11.016,9.201,11.101,10.427,9.470,7.815,7.229,6.662,6.169,7.843,8.128,µ¿,Macedonia,ÃµÅæ,EUROPE,mine
426.700,427.100,429.400,421.300,426.000,424.300,419.200,401.300,398.900,392.700,391.300,372.900,395.800,µ¿,Poland,ÃµÅæ,EUROPE,mine
82.209,73.968,77.147,75.238,82.999,76.598,63.718,49.112,41.436,30.685,37.941,31.906,32.840,µ¿,Portugal,ÃµÅæ,EUROPE,mine
6.400,5.900,6.700,7.700,7.700,8.420,6.519,8.505,10.201,9.383,7.911,9.298,10.870,µ¿,Romania,ÃµÅæ,EUROPE,mine
713.100,720.000,725.000,683.000,699.800,684.500,722.000,773.000,792.200,881.200,880.800,880.800,880.800,µ¿,Russia,ÃµÅæ,EUROPE,mine
25.803,31.103,32.684,32.743,30.618,38.488,43.387,42.482,78.009,62.571,78.317,67.166,60.000,µ¿,Serbia,ÃµÅæ,EUROPE,mine
68.449,97.697,101.557,104.352,121.438,137.889,188.343,186.498,171.350,190.310,149.542,120.755,109.168,µ¿,Spain,ÃµÅæ,EUROPE,mine
82.967,82.422,82.904,79.344,75.126,78.992,104.449,106.052,99.287,100.149,86.279,84.266,68.328,µ¿,Sweden,ÃµÅæ,EUROPE,mine
22.253,32.103,48.490,47.655,13.888,12.415,1.239,1.462,0.000,0.000,0.000,44.269,72.411,µ¿,Botswana,ÃµÅæ,AFRICA,mine
479.985,608.419,816.700,995.600,1039.007,1023.686,1094.638,1225.229,1420.387,1400.000,1878.170,2359.825,2842.022,µ¿,Democratic Republic Congo,ÃµÅæ,AFRICA,mine
0.000,0.000,21.817,88.900,61.600,25.300,7.900,17.100,16.000,21.700,21.700,20.000,20.000,µ¿,Eritrea,ÃµÅæ,AFRICA,mine
35.281,37.670,37.970,33.079,44.956,32.818,28.811,28.137,29.620,28.491,18.845,13.313,13.014,µ¿,Mauritania,ÃµÅæ,AFRICA,mine
12.083,16.579,13.010,22.363,26.850,31.814,35.388,32.171,28.556,30.236,30.914,34.892,36.460,µ¿,Morocco,ÃµÅæ,AFRICA,mine
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,µ¿,Mozambique,ÃµÅæ,AFRICA,mine
3.366,5.740,4.896,5.249,10.659,16.391,15.466,15.177,15.743,10.641,0.951,0.000,0.000,µ¿,Namibia,ÃµÅæ,AFRICA,mine
114.772,88.800,80.821,78.697,77.360,65.257,65.532,46.900,52.501,29.068,28.307,49.194,50.023,µ¿,South Africa,ÃµÅæ,AFRICA,mine
6.748,8.841,15.029,16.381,16.796,7.366,5.850,0.000,0.000,0.000,0.000,0.000,0.000,µ¿,Tanzania,ÃµÅæ,AFRICA,mine
739.800,700.000,751.600,755.800,725.348,737.999,794.100,854.100,789.942,869.063,880.800,763.288,697.790,µ¿,Zambia,ÃµÅæ,AFRICA,mine
6.555,6.665,8.284,8.261,8.218,9.101,8.839,9.078,8.731,7.933,8.649,10.168,13.395,µ¿,Zimbabwe,ÃµÅæ,AFRICA,mine
33.598,41.220,48.890,46.799,51.790,95.187,95.813,68.908,92.000,90.153,90.154,73.820,69.506,µ¿,Armenia,ÃµÅæ,ASIA,mine
0.611,0.502,0.329,0.675,0.969,1.947,2.063,1.645,2.213,2.718,2.649,2.516,2.411,µ¿,Azerbaijan,ÃµÅæ,ASIA,mine
1294.747,1551.500,1681.304,1741.200,1667.142,1850.672,1656.404,1506.638,1601.318,1673.338,1740.600,1705.000,1679.000,µ¿,China,ÃµÅæ,ASIA,mine
3.741,4.358,3.574,3.060,2.108,1.841,1.352,0.904,0.703,0.000,0.000,0.000,0.000,µ¿,Cyprus,ÃµÅæ,ASIA,mine
